,Unnamed: 0.1,original_index,sentence,Unnamed: 0,date,year,month,day,author,title,url,section,publication,objectivity_classification,Emotional_appeal_classification,classification_raw,WordCount
6322,6322,140,he added that the scientific institute would continue to operate and it would now be up to pontes to decide on his successor,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,False,Objective,23
6323,6323,140,an advisor to pontes confirmed galvos comments to state news agency agencia brasil,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,False,Objective,13
6324,6324,140,bolsonaro claims the data is wrong the scientist butted heads with bolsonaro after the damning satellite data was released earlier in june turning the international spotlight on the presidents controversial plans to open up the worlds largest rainforest to industry,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,False,True,Subjective Emotional Appeal,40
6325,6325,140,bolsonaro called the inpes findings lies and said they were harmful for trade negotiations according to agencia brasil,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,False,Objective,18
6326,6352,142,khamenei pompeo alleged maintains a personal offthebooks hedge fund worth 95 billion that is untaxed and used as a slush fund by the islamic revolutionary guard crops irgc,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,False,Unclassifiable,28
6327,6327,140,he said the president had made inappropriate accusations of people of the highest level of brazilian science in an interview with newspaper o estado de s paulo,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,False,Objective,27
6328,6328,140,cnn contacted the brazilian government for comment but has not received a response,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,False,Objective,13
6329,6329,140,brazils opposition leader in the lower house of congress alessandro molon said in a tweet that galvo was attacked by the president and the environment minister for monitoring deforestation in the amazon adding that bolsonaro wanted to hide under his lies,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,False,True,Subjective Emotional Appeal,41
6330,6330,140,controversial environmental policies bolsonaro a former army captain took office in january on the heels of a campaign pledging to restore the countrys economy by exploring the amazons economic potential,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,False,Objective,30
6331,6331,140,brazil is home to twothirds of the amazon and during the first few months of bolsonaros presidency the rate of rainforest destruction remained stable according to the inpe,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,False,Objective,28
6332,6332,140,but it began to soar in may and june the agency said,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,False,Objective,12
6333,6333,140,some 7691 square kilometers were lost in june six months after bolsonaro took power  a stark increase from the 4884 square kilometers lost in the same month the previous year according to the inpe,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,False,Objective,35
6334,6334,140,it equates to an area larger than one and a half soccer fields being destroyed every minute of every day,140,8/3/2019 0:00,2019,8,3,"By Sheena McKenzie, Daniel Silva Fernandez and Elizabeth Wells ",Scientist who called out Bolsonaro on Amazon deforestation is fired,https://www.cnn.com/2019/08/03/americas/brazil-space-institute-director-fired-amazon-deforestation-intl/index.html,americas,CNN,True,True,Objective Emotional Appeal,20
6335,6335,141,new york cnn businesstom barrack ceo of colony capital and a close friend of president donald trump has dropped out of next weeks future investment initiative in saudi arabia,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,True,False,Objective,29
6336,6336,141,barrack told cnn that his session at the summit was canceled because he was scheduled to speak with treasury secretary steven mnuchin who pulled out of the event on thursday,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,True,False,Objective,30
6337,6337,141,as a consequence i postponed my visit said barrack who chaired the presidents inaugural committee,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,False,False,Unclassifiable,15
6338,6338,141,barrack a real estate investor has known trump for 40 years,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,True,False,Objective,11
6339,6339,141,hes previously helped raise money to support trumps political ambitions and has publicly defended the president,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,True,False,Objective,16
6340,6340,141,a wave of top executives withdrew from the highprofile investment conference this week amid growing controversy over dissident journalist jamal khashoggis disappearance and apparent killing,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,True,True,Objective Emotional Appeal,25
6341,6341,141,jpmorgan jpm ceo jamie dimon blackrock blk ceo larry fink and blackstone bx ceo stephen schwarzman said earlier this week that they will not attend,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,True,False,Objective,25
6342,6342,141,mnuchin announced his decision shortly after secretary of state mike pompeo briefed trump on his visit earlier this week to riyadh to discuss the khashoggi case,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,True,False,Objective,26
6343,6343,141,pompeo urged patience with the saudi investigation telling reporters that he advised the president to give the saudis a few more days  but mnuchin followed up shortly afterward with a tweet saying he would not go to riyadh reversing the position hes taken over the past week,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,True,False,Objective,48
6344,6344,141,just met with realdonaldtrump and secpompeo and we have decided i will not be participating in the future investment initiative summit in saudi arabia mnuchin tweeted thursday,141,10/19/2018 0:00,2018,10,19,Julia Horowitz,Tom Barrack drops out of Saudi conference,https://www.cnn.com/2018/10/19/business/tom-barrack-saudi-conference/index.html,business,CNN,True,False,Objective,27
6345,6345,142,cnnus secretary of state mike pompeo delivered a scathing speech on irans leadership sunday accusing tehrans ruling ayatollahs of spreading violence across the middle east and lining their own pockets with illgotten gains at the expense of ordinary iranians,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,True,Objective Emotional Appeal,39
6346,6346,142,the ideologues who forcibly came to power in 1979 and remain in power today are driven by a desire to conform all of iranian society to the tenants of the islamic revolution,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,32
6347,6347,142,the regime is also committed to spreading the revolution to other countries by force if necessary said pompeo during a highly anticipated address at the ronald reagan presidential library in simi valley california,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,33
6348,6348,142,southern california is home to a significant portion of the iranian diaspora living in the united states,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,17
6349,6349,142,many of them fled iran after the revolution that brought irans ayatollahs to power,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,14
6350,6350,142,to the regime prosperity security and freedom for the iranian people are acceptable casualties in the march to fulfill the revolution said pompeo,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,True,Objective Emotional Appeal,23
6351,6351,142,the secretary of state and former cia director accused several members of irans leadership including ayatollah ali khamenei the supreme leader of iran of participating in widespread corruption,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,28
6352,6389,143,johnson products in many ways was that company,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,False,False,Unclassifiable,8
6353,6353,142,the irgc is a branch of the countrys armed with influence over practically every aspect of iranian life,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,18
6354,6354,142,the level of corruption and wealth among regime leaders shows that iran is run by something that resembles the mafia more than a government pompeo said,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,26
6355,6355,142,these hypocritical holy men have devised all kinds of crooked schemes to become some of the wealthiest men on earth while their people suffer,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,24
6356,6356,142,pompeos speech came just hours after iranian president hassan rouhani told diplomats in tehran that the united states must understand that war with iran is the mother of all wars and peace with iran is the mother of all peace according to irans staterun news agency irna,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,47
6357,6357,142,do not play with the lions tail because you will regret it eternally rouhani said,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,15
6358,6358,142,shortly after pompeos speech trump tweeted that iran will suffer consequences the likes of which few throughout history have ever suffered before if it were to threaten the united states again,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,True,Objective Emotional Appeal,31
6359,6359,142,though the tweet was addressed to rouhani its unclear if he was responding to the iranian presidents comments earlier sunday,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,False,Unclassifiable,20
6360,6360,142,pompeos speech was briefly interrupted by protesters shouting think about the children likely a reference to us president donald trumps immigration policies that have led to children being separated by their family at the border,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,35
6361,6361,142,once they were done pompeo said if there was only so much freedom of speech in iran,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,17
6362,6362,142,a handful of prominent iranianamericans were in the audience including washington post columnist and former tehran bureau chief jason rezaian,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,20
6363,6363,142,rezaian spent months in iranian detention on what many believed were spurious charges of spying on behalf of the united states,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,21
6364,6364,142,also in attendance for the speech titled supporting iranian voices was makan delrahim a us assistant attorney general in the department of justices antitrust division,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,25
6365,6365,142,delrahim came to the united states at 10 years old,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,10
6366,6366,142,a new pressure campaign since his time in congress pompeo has been a vocal critic of the iranian regime and the internationally negotiated deal to limit tehrans nuclear program and subject it to international verification in exchange for sanctions relief,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,40
6367,6367,142,the trump administration backed out of that deal in may,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,10
6368,6368,142,among the president and pompeos many criticisms of the accord was that it did not do enough to limit irans destabilizing behavior in the region such as funding houthi rebels in yemen and hezbollah in lebanon a powerful political force in that country,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,43
6369,6369,142,the united states considers hezbollah a terror group,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,8
6370,6370,142,the trump administration is now expected to reenact many of the punishing sanctions that were in place before the 2015 agreement was reached including limiting irans ability to sell oil,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,30
6371,6371,142,we are asking every nation who is sick and tired of the islamic republics destructive behavior to join our pressure campaign,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,21
6372,6372,142,this especially goes for our allies in the middle east and europe people who have themselves been terrorized by violent regime activity for decades pompeo said,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,26
6373,6373,142,the goal of our efforts is to one day see iranians in iran enjoying the same quality of life that iranians in america enjoy,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,True,Objective Emotional Appeal,24
6374,6374,142,rouhani has warned that the deal could fall apart and hinted that iran could restart its nuclear efforts if the us were to reenact sanctions though the european signatories of the accord have pledged to honor it,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,37
6375,6375,142,wolves in sheeps clothing many in the international community consider rouhani and foreign minister mohammad javad zarif as moderates within iran owing to their support of the nuclear deal,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,False,Subjective,29
6376,6376,142,in his speech pompeo criticized the notion that zarif and rouhani could be considered moderate when iran has continued to fund shiitebacked groups engaged in violence across the region,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,29
6377,6377,142,presidential candidates in iran must be vetted by a clerical body and once elected the head of government answers to the supreme leader,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,True,False,Objective,23
6378,6378,142,the regimes revolutionary goals and willingness to commit violent acts hasnt produced anyone to lead iran that can remotely be called a statesman,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,23
6379,6379,142,some believe that president rouhani and foreign minister zarif fit the bill,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,False,Subjective,12
6380,6380,142,the truth is they are merely polished front men for the ayatollahs international con artistry,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,15
6381,6381,142,their nuclear deal didnt make them moderates it made them wolves in sheeps clothing pompeo said,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,16
6382,6382,142,these socalled moderates within the regime are still violent islamic revolutionaries with an antiamerica antiwest agenda,142,7/22/2018 0:00,2018,7,22,Joshua Berlinger,Pompeo accuses Iranian Supreme Leader of profiting from $95 billion hedge fund,https://www.cnn.com/2018/07/22/politics/pompeo-iran-speech-intl/index.html,politics,CNN,False,True,Subjective Emotional Appeal,16
6383,6383,143,cnnjoan johnson who helped create one of the nations largest blackowned companies has died,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,False,Objective,14
6384,6384,143,johnson 89 cofounded johnson products company the pioneering black hair care company which made iconic products such as ultra sheen and afro sheen,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,False,Objective,23
6385,6385,143,she died friday in chicago after a long illness,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,True,Objective Emotional Appeal,9
6386,6386,143,she started johnson products company in chicago in 1954 with her husband george johnson,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,False,Objective,14
6387,6387,143,they took a 250 investment and turned it into a multimillion dollar company which became the first blackowned company to be traded on the american stock exchange now known as nyse american,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,False,Objective,32
6388,6388,143,when i think about pioneers the real pioneers are the people who are able to make a path where none exists her son eric g johnson told cnn,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,False,False,Subjective,28
6389,6391,143,they created a path where there was none,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,False,False,Unclassifiable,8
6390,6390,143,she and my father had no provided path,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,False,False,Unclassifiable,8
6391,6429,144,just 32 of americans oppose it,144,4/25/2019 0:00,2019,4,25,Zachary B. Wolf,Analysis: Pete Buttigieg is driving the religious right nuts,https://www.cnn.com/2019/04/25/politics/religion-and-hypocrisy-are-clashing-with-sexuality-in-2020/index.html,politics,CNN,False,False,Unclassifiable,6
6392,6392,143,eric johnson said his mother was the true matriarch of the family,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,False,False,Subjective,12
6393,6393,143,her company helped another icon joan was someone i always admired publicist dori wilson told cnn,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,False,False,Subjective,16
6394,6394,143,wilson had known johnson since about 1970 and said johnson and her husband were role models for many,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,False,Objective,18
6395,6395,143,the johnsons were the first successful family we in the african american communities read about she said,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,False,True,Subjective Emotional Appeal,17
6396,6396,143,she was perceived as a shrewd and smart businesswoman,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,False,False,Subjective,9
6397,6397,143,i cant remember any other product that was really synonymous with the african american community,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,False,False,Subjective,15
6398,6398,143,the company also helped the growth of another american icon which got its start in chicago soul train,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,False,Objective,18
6399,6399,143,in the early 1970s johnson products became a sponsor of the groundbreaking tv dance and musical variety program which went on to run in national syndication for almost four decades,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,False,Objective,30
6400,6400,143,she was a college trustee johnsons family described her as an advocate for women,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,False,Objective,14
6401,6401,143,she was a trustee at spelman college the black womens college in atlanta according to her obituary and her family plans to continue her legacy by supporting the school with an annual scholarship,143,9/9/2019 0:00,2019,9,9,Konstantin Toropin,"Joan Johnson, co-founder of iconic Johnson Products, dies at 89",https://www.cnn.com/2019/09/09/us/joan-johnson-death-obit-trnd/index.html,us,CNN,True,False,Objective,33
